sous_zone;point_strategique_kind;point_strategique_nom;rue
7;Rue;Rue Clément;Rue Fleury
7;Rue;Rue Clément;Rue Labonté
7;Rue;Rue Clément;Rue Laniel
7;Rue;Rue Clément;Rue Louvois
7;Rue;Rue Clément;Rue Ludovic
7;Rue;Rue Clément;Rue Michaud
7;Rue;Rue Clément;Rue Napoléon
7;Rue;Rue Clément;Rue Olier
7;Rue;Rue Clément;Rue Potvin
7;Rue;Rue Clément;Rue Rhainds
7;Rue;Rue Clément;Rue Richard
7;Rue;Rue Clément;Rue Richmond
7;Rue;Rue Clément;Rue Roussel
7;Rue;Rue Clément;Rue Saint-Ambroise
7;Rue;Rue Clément;Rue Saint-Benoît
7;Rue;Rue Clément;Rue Saint-Bruno
7;Rue;Rue Clément;Rue Saint-Donat
7;Rue;Rue Clément;Rue Saint-François
7;Rue;Rue Clément;Rue Saint-Émile
7;Rue;Rue Clément;Rue Saint-Éphrem
7;Rue;Rue Clément;Rue Saint-Épiphane
7;Rue;Rue Clément;Rue Saint-Étienne
7;Rue;Rue Clément;Rue Sainte-Claire
7;Rue;Rue Clément;Rue Salaberry
7;Rue;Rue Clément;Rue Viau
7;Rue;Rue Clément;Rue de Beauvoir
7;Rue;Rue Clément;Rue de Belleville
7;Rue;Rue Clément;Rue de Beloeil
7;Rue;Rue Clément;Rue de Victoria
7;Rue;Rue Clément;Rue de la Falaise
7;Rue;Rue Clément;Rue de la Victoire
7;Rue;Rue Clément;Rue des Remparts
7;Rue;Rue Clément;Rue du Beaujolais
7;Rue;Rue Clément;Rue du Cap-Saint-François
7;Rue;Rue Clément;Rue du Pont
7;Rue;Rue Clément;Rue du Rocher
7;Rue;Rue Clément;Rue du Rosaire
7;Rue;Rue Clément;Rue du Régent
7;Rue;Rue Clément;Rue le Moyne
7;Rue;Rue Clément;Rue Émilien
7;Rue;Rue Clément;Rue Évangéline
7;Rue;Rue Clément;Sentier parc bon-air
8;Quartier;Des Écrivains;Autoroute de l'Aluminium
8;Quartier;Des Écrivains;Boulevard Barrette
8;Quartier;Des Écrivains;Boulevard Saint-Paul
8;Quartier;Des Écrivains;Croissant Rabelais
8;Quartier;Des Écrivains;Rang Saint-Pierre
8;Quartier;Des Écrivains;Rue Albert-Sorel
8;Quartier;Des Écrivains;Rue Antonin-Artaud
8;Quartier;Des Écrivains;Rue Balzac
8;Quartier;Des Écrivains;Rue Baudelaire
8;Quartier;Des Écrivains;Rue Bersimis
8;Quartier;Des Écrivains;Rue Blackburn
8;Quartier;Des Écrivains;Rue Boris-Vian
8;Quartier;Des Écrivains;Rue Brisay
8;Quartier;Des Écrivains;Rue Calvin
8;Quartier;Des Écrivains;Rue Charles-Bazire
8;Quartier;Des Écrivains;Rue Colette
8;Quartier;Des Écrivains;Rue Cossette
8;Quartier;Des Écrivains;Rue De Musset
8;Quartier;Des Écrivains;Rue Des Explorateurs
8;Quartier;Des Écrivains;Rue Des Gouverneurs
8;Quartier;Des Écrivains;Rue Dumas
8;Quartier;Des Écrivains;Rue Flaubert
8;Quartier;Des Écrivains;Rue Félix-Leclerc
8;Quartier;Des Écrivains;Rue George Sand
8;Quartier;Des Écrivains;Rue Henri Troyat
8;Quartier;Des Écrivains;Rue Hémingway
8;Quartier;Des Écrivains;Rue Jacques-Ferron
8;Quartier;Des Écrivains;Rue Jean-Paul Sartre
8;Quartier;Des Écrivains;Rue Jean-de Lauzon
8;Quartier;Des Écrivains;Rue Jules -Verne
8;Quartier;Des Écrivains;Rue Lindbergh
8;Quartier;Des Écrivains;Rue Malherbe
8;Quartier;Des Écrivains;Rue Malraux
8;Quartier;Des Écrivains;Rue Marcel-Portal
8;Quartier;Des Écrivains;Rue Maupassant
8;Quartier;Des Écrivains;Rue Mauriac
8;Quartier;Des Écrivains;Rue Monfette
8;Quartier;Des Écrivains;Rue Montaigne
8;Quartier;Des Écrivains;Rue Néron
8;Quartier;Des Écrivains;Rue Pagnol
8;Quartier;Des Écrivains;Rue Paul Morand
8;Quartier;Des Écrivains;Rue Rabelais
8;Quartier;Des Écrivains;Rue Rimbaud
8;Quartier;Des Écrivains;Rue Rodolphe Pagé
8;Quartier;Des Écrivains;Rue Romain Gary
8;Quartier;Des Écrivains;Rue Sagan
8;Quartier;Des Écrivains;Rue Saint-Urbain
8;Quartier;Des Écrivains;Rue Taillon
8;Quartier;Des Écrivains;Rue Verlaine
8;Quartier;Des Écrivains;Rue Victor-Guimond
8;Quartier;Des Écrivains;Rue Yves Thériault
8;Quartier;Des Écrivains;Rue Zola
8;Quartier;Des Écrivains;Rue de Château-Richer
8;Quartier;Des Écrivains;Rue de Crespieul
8;Quartier;Des Écrivains;Rue de l'Intendant
8;Quartier;Des Écrivains;Rue de la Caniapiscau
8;Quartier;Des Écrivains;Rue de la Fonderie
8;Quartier;Des Écrivains;Rue de la Grande
8;Quartier;Des Écrivains;Rue de la Manic
8;Quartier;Des Écrivains;Rue de la Manouane
8;Quartier;Des Écrivains;Rue de la Place Royale
8;Quartier;Des Écrivains;Rue de la Rupert
8;Quartier;Des Écrivains;Rue des Cent-Associés
8;Quartier;Des Écrivains;Rue des Outardes
8;Quartier;Des Écrivains;Rue des Roitelets
8;Quartier;Des Écrivains;Rue des Sapins
8;Quartier;Des Écrivains;Rue des Sociétaires
8;Quartier;Des Écrivains;Rue des Vingt-et-Un
8;Quartier;Des Écrivains;Rue du Belvédère
8;Quartier;Des Écrivains;Rue du Cabernet
8;Quartier;Des Écrivains;Rue du Chardonnay
8;Quartier;Des Écrivains;Rue du Domaine-des-Cépages
8;Quartier;Des Écrivains;Rue du Domaine-du-Roi
8;Quartier;Des Écrivains;Rue du Domaine-du-Vignoble
8;Quartier;Des Écrivains;Rue du Muscadet
8;Quartier;Des Écrivains;Rue du Portage
8;Quartier;Des Écrivains;Rue du Sauvignon
8;Quartier;Des Écrivains;Rue du Syrah
8;Quartier;Des Écrivains;Rue Élisabeth-Riverin
8;Quartier;Des Écrivains;Rue Émile-Couture
8;Quartier;Des Écrivains;rue du Merlot
9;Quartier;Notre-Dame-du-Saguenay;Chemin Sydenham
9;Quartier;Notre-Dame-du-Saguenay;Côte de la Terre-Forte
9;Quartier;Notre-Dame-du-Saguenay;Rue Adélard-Gobeil
9;Quartier;Notre-Dame-du-Saguenay;Rue Beauregard
9;Quartier;Notre-Dame-du-Saguenay;Rue Bécard
9;Quartier;Notre-Dame-du-Saguenay;Rue Charles-Huot
9;Quartier;Notre-Dame-du-Saguenay;Rue Derfla
9;Quartier;Notre-Dame-du-Saguenay;Rue Desaulniers
9;Quartier;Notre-Dame-du-Saguenay;Rue Duberger
9;Quartier;Notre-Dame-du-Saguenay;Rue Félix-Antoine-Savard
9;Quartier;Notre-Dame-du-Saguenay;Rue Jacques Cartier
9;Quartier;Notre-Dame-du-Saguenay;Rue Jacques-Cartier Est
9;Quartier;Notre-Dame-du-Saguenay;Rue Louis-Hémon
9;Quartier;Notre-Dame-du-Saguenay;Rue Léonidas-Bélanger
9;Quartier;Notre-Dame-du-Saguenay;Rue Marie-Victorin
9;Quartier;Notre-Dame-du-Saguenay;Rue Melançon
9;Quartier;Notre-Dame-du-Saguenay;Rue Morel
9;Quartier;Notre-Dame-du-Saguenay;Rue Notre-Dame
9;Quartier;Notre-Dame-du-Saguenay;Rue Paré
9;Quartier;Notre-Dame-du-Saguenay;Rue Racine Est
9;Quartier;Notre-Dame-du-Saguenay;Rue Saint-Vallier
9;Quartier;Notre-Dame-du-Saguenay;Rue Salazar
9;Quartier;Notre-Dame-du-Saguenay;Rue d'Auvergne
9;Quartier;Notre-Dame-du-Saguenay;Rue de Sales
9;Quartier;Notre-Dame-du-Saguenay;Rue de Tilly
9;Quartier;Notre-Dame-du-Saguenay;Rue de l'Alsace
9;Quartier;Notre-Dame-du-Saguenay;Rue de l'Assomption
9;Quartier;Notre-Dame-du-Saguenay;Rue de l'École
9;Quartier;Notre-Dame-du-Saguenay;Rue des Franciscaines
9;Quartier;Notre-Dame-du-Saguenay;Rue du Bon-Conseil
9;Quartier;Notre-Dame-du-Saguenay;Rue du Cénacle
9;Quartier;Notre-Dame-du-Saguenay;Rue du Foyer
9;Quartier;Notre-Dame-du-Saguenay;Rue du Nouy
9;Quartier;Notre-Dame-du-Saguenay;Rue du Père-Lacasse
9;Quartier;Notre-Dame-du-Saguenay;Rue le May
9;Quartier;Notre-Dame-du-Saguenay;Sentier Val-Lombrette
9;Quartier;Notre-Dame-du-Saguenay;Sentier des Moulins
9;Quartier;Notre-Dame-du-Saguenay;Voie réservée Cégep de Chicoutimi
10;Rue;Rue du Carrousel;Place de Chande
10;Rue;Rue du Carrousel;Place des Écorceurs
10;Rue;Rue du Carrousel;Rue Albani
10;Rue;Rue du Carrousel;Rue Bach
10;Rue;Rue du Carrousel;Rue Belleau
10;Rue;Rue du Carrousel;Rue Berthiaume
10;Rue;Rue du Carrousel;Rue Bizet
10;Rue;Rue du Carrousel;Rue Chopin
10;Rue;Rue du Carrousel;Rue Côté
10;Rue;Rue du Carrousel;Rue D'Youville
10;Rue;Rue du Carrousel;Rue Des Jésuites
10;Rue;Rue du Carrousel;Rue Des Maristes
10;Rue;Rue du Carrousel;Rue Des Éboulements
10;Rue;Rue du Carrousel;Rue Don-Bosco
10;Rue;Rue du Carrousel;Rue Dubé
